CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Config_alpha_constraint,Config_beta_smooth,Config_gamma_corr,Config_delta_reg,Config_epsilon_diversity,Config_steps,Config_lr,Config_temperature,Config_rank_tau,Config_reg_type,Config_normal_sigma_factor,Config_longtail_alpha,Config_longtail_shift,Config_constraint_margin,Config_diversity_sigma
Marie Osmond,5,2,Percent,24.0,10.1%,5.6%-20.0%,12.38722324371338,3.0,0.4984680208905701,0.0004491907602641,2.1701378472016586e-08,0.0229862332344055,0.0806628912687301,0.3179296851158142,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mark Cuban,5,2,Percent,18.0,7.6%,0.6%-10.5%,4.569051265716553,7.0,0.4984680208905701,0.0004491907602641,2.1701378472016586e-08,0.0229862332344055,0.0806628912687301,0.3179296851158142,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cameron Mathison,5,3,Percent,23.0,9.6%,1.7%-13.2%,8.190560340881348,6.0,0.3745214715600014,0.0,0.0,0.0084323287010192,0.0991126373410224,0.2585441768169403,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jane Seymour,5,3,Percent,27.0,11.3%,8.6%-22.5%,14.722347259521484,2.0,0.3745214715600014,0.0,0.0,0.0084323287010192,0.0991126373410224,0.2585441768169403,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Sabrina Bryan,5,3,Percent,27.0,11.3%,8.6%-22.5%,14.722347259521484,2.0,0.3745214715600014,0.0,0.0,0.0084323287010192,0.0991126373410224,0.2585441768169403,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jennie Garth,5,3,Percent,26.0,10.9%,6.8%-20.0%,12.84648609161377,3.0,0.3745214715600014,0.0,0.0,0.0084323287010192,0.0991126373410224,0.2585441768169403,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Floyd Mayweather Jr. ,5,3,Percent,21.0,8.8%,0.7%-10.9%,5.775259017944336,7.0,0.3745214715600014,0.0,0.0,0.0084323287010192,0.0991126373410224,0.2585441768169403,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Helio Castroneves,5,3,Percent,24.0,10.0%,3.2%-15.9%,9.775461196899414,5.0,0.3745214715600014,0.0,0.0,0.0084323287010192,0.0991126373410224,0.2585441768169403,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mel B,5,3,Percent,27.0,11.3%,8.7%-22.4%,15.924866676330566,1.0,0.3745214715600014,0.0,0.0,0.0084323287010192,0.0991126373410224,0.2585441768169403,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Wayne Newton,5,3,Percent,18.0,7.5%,0.2%-6.3%,1.8014436960220337,9.0,0.3745214715600014,0.0,0.0,0.0084323287010192,0.0991126373410224,0.2585441768169403,Eliminated (Place 10),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marie Osmond,5,3,Percent,26.0,10.9%,6.3%-20.9%,12.081283569335938,4.0,0.3745214715600014,0.0,0.0,0.0084323287010192,0.0991126373410224,0.2585441768169403,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mark Cuban,5,3,Percent,20.0,8.4%,0.5%-9.1%,4.159950256347656,8.0,0.3745214715600014,0.0,0.0,0.0084323287010192,0.0991126373410224,0.2585441768169403,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cameron Mathison,5,4,Percent,27.0,11.5%,6.2%-20.3%,14.987415313720703,2.0,0.372677664476214,4.803031697520055e-05,0.0,0.0154128670692443,0.0905048325657844,0.2455834597349167,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jane Seymour,5,4,Percent,26.0,11.1%,3.5%-18.5%,9.28232765197754,6.0,0.372677664476214,4.803031697520055e-05,0.0,0.0154128670692443,0.0905048325657844,0.2455834597349167,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Sabrina Bryan,5,4,Percent,30.0,12.8%,16.8%-31.3%,20.426847457885746,1.0,0.372677664476214,4.803031697520055e-05,0.0,0.0154128670692443,0.0905048325657844,0.2455834597349167,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jennie Garth,5,4,Percent,27.0,11.5%,6.2%-20.8%,14.003576278686523,3.0,0.372677664476214,4.803031697520055e-05,0.0,0.0154128670692443,0.0905048325657844,0.2455834597349167,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Floyd Mayweather Jr. ,5,4,Percent,23.0,9.8%,0.5%-7.9%,4.2008819580078125,7.0,0.372677664476214,4.803031697520055e-05,0.0,0.0154128670692443,0.0905048325657844,0.2455834597349167,Eliminated (Place 9),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Helio Castroneves,5,4,Percent,27.0,11.5%,6.2%-21.3%,13.063616752624512,4.0,0.372677664476214,4.803031697520055e-05,0.0,0.0154128670692443,0.0905048325657844,0.2455834597349167,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mel B,5,4,Percent,26.0,11.1%,3.3%-17.4%,10.683660507202148,5.0,0.372677664476214,4.803031697520055e-05,0.0,0.0154128670692443,0.0905048325657844,0.2455834597349167,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marie Osmond,5,4,Percent,26.0,11.1%,3.3%-17.4%,10.683660507202148,5.0,0.372677664476214,4.803031697520055e-05,0.0,0.0154128670692443,0.0905048325657844,0.2455834597349167,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mark Cuban,5,4,Percent,22.0,9.4%,0.3%-6.9%,2.6680209636688232,8.0,0.372677664476214,4.803031697520055e-05,0.0,0.0154128670692443,0.0905048325657844,0.2455834597349167,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cameron Mathison,5,5,Percent,26.0,13.1%,8.7%-21.9%,14.861245155334473,3.0,0.2790783292920196,0.0,1.2161510198893666e-07,0.0035428404808044,0.0890386551618576,0.1829535067081451,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jane Seymour,5,5,Percent,26.0,13.1%,8.7%-21.9%,14.861245155334473,3.0,0.2790783292920196,0.0,1.2161510198893666e-07,0.0035428404808044,0.0890386551618576,0.1829535067081451,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Sabrina Bryan,5,5,Percent,28.0,14.1%,14.1%-26.6%,18.962913513183597,2.0,0.2790783292920196,0.0,1.2161510198893666e-07,0.0035428404808044,0.0890386551618576,0.1829535067081451,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jennie Garth,5,5,Percent,25.0,12.6%,6.7%-18.3%,11.946192741394045,4.0,0.2790783292920196,0.0,1.2161510198893666e-07,0.0035428404808044,0.0890386551618576,0.1829535067081451,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Helio Castroneves,5,5,Percent,23.0,11.6%,1.9%-12.5%,8.584887504577637,5.0,0.2790783292920196,0.0,1.2161510198893666e-07,0.0035428404808044,0.0890386551618576,0.1829535067081451,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
