CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status
Vanessa Lachey,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.581070899963379,6.0,0.038812710330239496,1.0875740372284781e-05,0.0,0.00020045042037963867,0.00874712597578764,0.6498785018920898,Safe
Sasha Pieterse,25,5,Percent,24.0,9.2%,0.0%-10.8%,8.579058647155762,9.0,0.03713581546908244,3.862920493702404e-05,0.0,0.0003185272216796875,0.008609836921095848,0.5712209939956665,Eliminated (Place 10)
Frankie Muniz,25,5,Percent,29.0,11.1%,0.0%-99.2%,11.840591430664062,2.0,0.03713581546908244,3.862920493702404e-05,0.0,0.0003185272216796875,0.008609836921095848,0.5712209939956665,Safe
Jordan Fisher,25,5,Percent,30.0,11.5%,0.0%-99.2%,12.475093841552734,1.0,0.03713581546908244,3.862920493702404e-05,0.0,0.0003185272216796875,0.008609836921095848,0.5712209939956665,Safe
Nikki Bella,25,5,Percent,27.0,10.3%,0.0%-99.2%,10.575922012329102,4.0,0.03713581546908244,3.862920493702404e-05,0.0,0.0003185272216796875,0.008609836921095848,0.5712209939956665,Safe
Terrell Owens,25,5,Percent,25.0,9.6%,0.0%-99.2%,9.314664840698242,6.0,0.03713581546908244,3.862920493702404e-05,0.0,0.0003185272216796875,0.008609836921095848,0.5712209939956665,Safe
Victoria Arlen,25,5,Percent,27.0,10.3%,0.0%-99.2%,10.559555053710938,5.0,0.03713581546908244,3.862920493702404e-05,0.0,0.0003185272216796875,0.008609836921095848,0.5712209939956665,Safe
Lindsey Stirling,25,5,Percent,28.0,10.7%,0.0%-99.2%,11.207612991333008,3.0,0.03713581546908244,3.862920493702404e-05,0.0,0.0003185272216796875,0.008609836921095848,0.5712209939956665,Safe
Nick Lachey,25,5,Percent,22.0,8.4%,0.8%-100.0%,7.480770111083984,10.0,0.03713581546908244,3.862920493702404e-05,0.0,0.0003185272216796875,0.008609836921095848,0.5712209939956665,Safe
Drew Scott,25,5,Percent,25.0,9.6%,0.0%-99.2%,9.298330307006836,7.0,0.03713581546908244,3.862920493702404e-05,0.0,0.0003185272216796875,0.008609836921095848,0.5712209939956665,Safe
Vanessa Lachey,25,5,Percent,24.0,9.2%,0.0%-99.2%,8.668400764465332,8.0,0.03713581546908244,3.862920493702404e-05,0.0,0.0003185272216796875,0.008609836921095848,0.5712209939956665,Safe
Frankie Muniz,25,6,Percent,31.0,10.1%,0.0%-100.0%,9.782843589782715,7.0,0.0321870906278491,0.0,0.0,5.27501106262207e-05,0.011665460653603077,0.5027012825012207,Safe
Jordan Fisher,25,6,Percent,39.0,12.7%,0.0%-100.0%,13.308666229248047,2.0,0.0321870906278491,0.0,0.0,5.27501106262207e-05,0.011665460653603077,0.5027012825012207,Safe
Nikki Bella,25,6,Percent,36.0,11.8%,0.0%-100.0%,11.95322036743164,5.0,0.0321870906278491,0.0,0.0,5.27501106262207e-05,0.011665460653603077,0.5027012825012207,Safe
Terrell Owens,25,6,Percent,37.0,12.1%,0.0%-100.0%,12.435855865478516,3.0,0.0321870906278491,0.0,0.0,5.27501106262207e-05,0.011665460653603077,0.5027012825012207,Safe
Victoria Arlen,25,6,Percent,31.0,10.1%,0.0%-100.0%,9.813982963562012,6.0,0.0321870906278491,0.0,0.0,5.27501106262207e-05,0.011665460653603077,0.5027012825012207,Safe
Lindsey Stirling,25,6,Percent,40.0,13.1%,0.0%-100.0%,13.776739120483398,1.0,0.0321870906278491,0.0,0.0,5.27501106262207e-05,0.011665460653603077,0.5027012825012207,Safe
Nick Lachey,25,6,Percent,26.0,8.5%,0.0%-13.7%,7.613208293914795,9.0,0.0321870906278491,0.0,0.0,5.27501106262207e-05,0.011665460653603077,0.5027012825012207,Eliminated (Place 9)
Drew Scott,25,6,Percent,30.0,9.8%,0.0%-100.0%,9.332077026367188,8.0,0.0321870906278491,0.0,0.0,5.27501106262207e-05,0.011665460653603077,0.5027012825012207,Safe
Vanessa Lachey,25,6,Percent,36.0,11.8%,0.0%-100.0%,11.983415603637695,4.0,0.0321870906278491,0.0,0.0,5.27501106262207e-05,0.011665460653603077,0.5027012825012207,Safe
Frankie Muniz,25,7,Percent,30.0,14.0%,0.0%-98.1%,14.81932258605957,1.0,0.039225216559134427,9.017503907671198e-05,0.0,0.000544130802154541,0.004773769993335009,0.5720564126968384,Safe
Jordan Fisher,25,7,Percent,27.0,12.6%,0.0%-98.1%,12.598061561584473,4.0,0.039225216559134427,9.017503907671198e-05,0.0,0.000544130802154541,0.004773769993335009,0.5720564126968384,Safe
Nikki Bella,25,7,Percent,24.0,11.2%,0.0%-15.6%,10.36241626739502,8.0,0.039225216559134427,9.017503907671198e-05,0.0,0.000544130802154541,0.004773769993335009,0.5720564126968384,Eliminated (Place 8)
Terrell Owens,25,7,Percent,24.5,11.4%,1.2%-99.3%,10.804058074951172,7.0,0.039225216559134427,9.017503907671198e-05,0.0,0.000544130802154541,0.004773769993335009,0.5720564126968384,Safe
Victoria Arlen,25,7,Percent,28.5,13.3%,0.0%-98.1%,13.685827255249023,3.0,0.039225216559134427,9.017503907671198e-05,0.0,0.000544130802154541,0.004773769993335009,0.5720564126968384,Safe
Lindsey Stirling,25,7,Percent,25.5,11.9%,0.7%-98.8%,11.517910957336426,6.0,0.039225216559134427,9.017503907671198e-05,0.0,0.000544130802154541,0.004773769993335009,0.5720564126968384,Safe
Drew Scott,25,7,Percent,28.5,13.3%,0.0%-98.1%,13.731537818908691,2.0,0.039225216559134427,9.017503907671198e-05,0.0,0.000544130802154541,0.004773769993335009,0.5720564126968384,Safe
Vanessa Lachey,25,7,Percent,27.0,12.6%,0.0%-14.4%,12.480866432189941,5.0,0.039225216559134427,9.017503907671198e-05,0.0,0.000544130802154541,0.004773769993335009,0.5720564126968384,Eliminated (Place 7)
Frankie Muniz,25,8,Percent,26.5,16.9%,0.0%-97.8%,16.92176628112793,3.0,0.04532077466137707,0.0001628679601708427,0.0,0.0010773539543151855,0.0018928050994873047,0.6015660166740417,Safe
Jordan Fisher,25,8,Percent,30.0,19.2%,0.0%-97.8%,19.031885147094727,1.0,0.04532077466137707,0.0001628679601708427,0.0,0.0010773539543151855,0.0018928050994873047,0.6015660166740417,Safe
Terrell Owens,25,8,Percent,25.5,16.3%,0.0%-17.0%,16.186756134033203,4.0,0.04532077466137707,0.0001628679601708427,0.0,0.0010773539543151855,0.0018928050994873047,0.6015660166740417,Eliminated (Place 6)
Victoria Arlen,25,8,Percent,24.0,15.3%,1.0%-98.7%,15.459102630615234,5.0,0.04532077466137707,0.0001628679601708427,0.0,0.0010773539543151855,0.0018928050994873047,0.6015660166740417,Safe
Lindsey Stirling,25,8,Percent,27.0,17.3%,0.0%-97.8%,17.238037109375,2.0,0.04532077466137707,0.0001628679601708427,0.0,0.0010773539543151855,0.0018928050994873047,0.6015660166740417,Safe
Drew Scott,25,8,Percent,23.5,15.0%,1.3%-99.0%,15.16245174407959,6.0,0.04532077466137707,0.0001628679601708427,0.0,0.0010773539543151855,0.0018928050994873047,0.6015660166740417,Safe
Frankie Muniz,25,9,Percent,25.5,18.9%,1.9%-97.0%,17.621097564697266,4.0,0.21174801513552666,0.0013682041317224503,0.0,0.08254456520080566,0.00950181856751442,0.2809205651283264,Safe
Jordan Fisher,25,9,Percent,29.0,21.5%,0.0%-95.2%,24.585359573364258,1.0,0.21174801513552666,0.0013682041317224503,0.0,0.08254456520080566,0.00950181856751442,0.2809205651283264,Safe
Victoria Arlen,25,9,Percent,28.0,20.7%,0.0%-19.3%,18.99181365966797,3.0,0.21174801513552666,0.0013682041317224503,0.0,0.08254456520080566,0.00950181856751442,0.2809205651283264,Eliminated (Place 5)
Lindsey Stirling,25,9,Percent,28.5,21.1%,0.0%-95.2%,23.506027221679688,2.0,0.21174801513552666,0.0013682041317224503,0.0,0.08254456520080566,0.00950181856751442,0.2809205651283264,Safe
Drew Scott,25,9,Percent,24.0,17.8%,3.0%-98.1%,15.295706748962402,5.0,0.21174801513552666,0.0013682041317224503,0.0,0.08254456520080566,0.00950181856751442,0.2809205651283264,Safe
Frankie Muniz,25,10,Percent,38.8887,24.9%,0.0%-50.4%,24.121305465698242,2.0,0.018897069990634917,0.0,0.0,2.658367156982422e-05,0.008029848337173462,0.28105154633522034,Eliminated (Place 3)
Jordan Fisher,25,10,Percent,40.0,25.6%,24.4%-100.0%,28.5980224609375,1.0,0.018897069990634917,0.0,0.0,2.658367156982422e-05,0.008029848337173462,0.28105154633522034,Safe
Lindsey Stirling,25,10,Percent,40.0,25.6%,0.0%-50.0%,28.5980224609375,1.0,0.018897069990634917,0.0,0.0,2.658367156982422e-05,0.008029848337173462,0.28105154633522034,Eliminated (Place 2)
Drew Scott,25,10,Percent,37.5,24.0%,0.0%-50.8%,18.682653427124023,3.0,0.018897069990634917,0.0,0.0,2.658367156982422e-05,0.008029848337173462,0.28105154633522034,Eliminated (Place 4)
Jamie Anderson,26,1,Percent,19.0,9.0%,0.0%-12.2%,8.657195091247559,5.0,0.03681432546582073,3.470281808404252e-05,0.0,0.0001875758171081543,0.008980890735983849,0.5692397952079773,Eliminated (Place 10)
Johnny Damon,26,1,Percent,18.0,8.6%,0.0%-12.6%,8.037068367004395,6.0,0.03681432546582073,3.470281808404252e-05,0.0,0.0001875758171081543,0.008980890735983849,0.5692397952079773,Eliminated (Place 9)
Kareem Abdul-Jabbar,26,1,Percent,17.0,8.1%,1.0%-100.0%,7.487966060638428,7.0,0.03681432546582073,3.470281808404252e-05,0.0,0.0001875758171081543,0.008980890735983849,0.5692397952079773,Safe
Arike Ogunbowale,26,1,Percent,20.0,9.5%,0.0%-99.0%,9.345711708068848,4.0,0.03681432546582073,3.470281808404252e-05,0.0,0.0001875758171081543,0.008980890735983849,0.5692397952079773,Safe
Jennie Finch Daigle,26,1,Percent,21.0,10.0%,0.0%-99.0%,9.998641014099121,3.0,0.03681432546582073,3.470281808404252e-05,0.0,0.0001875758171081543,0.008980890735983849,0.5692397952079773,Safe
Chris Mazdzer,26,1,Percent,21.0,10.0%,0.0%-99.0%,9.998641014099121,3.0,0.03681432546582073,3.470281808404252e-05,0.0,0.0001875758171081543,0.008980890735983849,0.5692397952079773,Safe
Mirai Nagasu,26,1,Percent,23.0,11.0%,0.0%-99.0%,11.28738784790039,2.0,0.03681432546582073,3.470281808404252e-05,0.0,0.0001875758171081543,0.008980890735983849,0.5692397952079773,Safe
Tonya Harding,26,1,Percent,23.0,11.0%,0.0%-99.0%,11.28738784790039,2.0,0.03681432546582073,3.470281808404252e-05,0.0,0.0001875758171081543,0.008980890735983849,0.5692397952079773,Safe
Josh Norman,26,1,Percent,24.0,11.4%,0.0%-99.0%,11.950007438659668,1.0,0.03681432546582073,3.470281808404252e-05,0.0,0.0001875758171081543,0.008980890735983849,0.5692397952079773,Safe
Adam Rippon,26,1,Percent,24.0,11.4%,0.0%-99.0%,11.950007438659668,1.0,0.03681432546582073,3.470281808404252e-05,0.0,0.0001875758171081543,0.008980890735983849,0.5692397952079773,Safe
Kareem Abdul-Jabbar,26,2,Percent,29.5,11.0%,0.0%-15.7%,11.119885444641113,7.0,0.04751407676376403,0.00013225707516539842,0.0,0.0005866885185241699,0.001752454787492752,0.7059069871902466,Eliminated (Place 8)
Arike Ogunbowale,26,2,Percent,35.0,13.1%,0.0%-13.9%,12.986859321594238,3.0,0.04751407676376403,0.00013225707516539842,0.0,0.0005866885185241699,0.001752454787492752,0.7059069871902466,Eliminated (Place 7)
Jennie Finch Daigle,26,2,Percent,31.5,11.8%,1.3%-97.2%,11.836341857910156,5.0,0.04751407676376403,0.00013225707516539842,0.0,0.0005866885185241699,0.001752454787492752,0.7059069871902466,Safe
Chris Mazdzer,26,2,Percent,33.0,12.3%,0.7%-96.6%,12.364158630371094,4.0,0.04751407676376403,0.00013225707516539842,0.0,0.0005866885185241699,0.001752454787492752,0.7059069871902466,Safe
Mirai Nagasu,26,2,Percent,37.0,13.8%,0.0%-95.9%,13.708978652954102,2.0,0.04751407676376403,0.00013225707516539842,0.0,0.0005866885185241699,0.001752454787492752,0.7059069871902466,Safe
Tonya Harding,26,2,Percent,33.0,12.3%,0.7%-96.6%,12.364158630371094,4.0,0.04751407676376403,0.00013225707516539842,0.0,0.0005866885185241699,0.001752454787492752,0.7059069871902466,Safe
Josh Norman,26,2,Percent,31.5,11.8%,1.3%-97.2%,11.831788063049316,6.0,0.04751407676376403,0.00013225707516539842,0.0,0.0005866885185241699,0.001752454787492752,0.7059069871902466,Safe
Adam Rippon,26,2,Percent,37.0,13.8%,0.0%-95.9%,13.787825584411621,1.0,0.04751407676376403,0.00013225707516539842,0.0,0.0005866885185241699,0.001752454787492752,0.7059069871902466,Safe
Jennie Finch Daigle,26,3,Percent,29.0,13.7%,0.0%-28.2%,11.60098934173584,5.0,0.02376606799662113,0.0,0.0,3.2901763916015625e-05,0.011602690443396568,0.3354310393333435,Eliminated (Place 6)
Chris Mazdzer,26,3,Percent,33.0,15.6%,0.0%-26.8%,14.824241638183594,4.0,0.02376606799662113,0.0,0.0,3.2901763916015625e-05,0.011602690443396568,0.3354310393333435,Eliminated (Place 5)
Mirai Nagasu,26,3,Percent,35.0,16.6%,0.0%-26.1%,16.532520294189453,3.0,0.02376606799662113,0.0,0.0,3.2901763916015625e-05,0.011602690443396568,0.3354310393333435,Eliminated (Place 4)
Tonya Harding,26,3,Percent,35.0,16.6%,0.0%-100.0%,16.532520294189453,3.0,0.02376606799662113,0.0,0.0,3.2901763916015625e-05,0.011602690443396568,0.3354310393333435,Safe
Josh Norman,26,3,Percent,38.0,18.0%,0.0%-100.0%,19.021085739135742,2.0,0.02376606799662113,0.0,0.0,3.2901763916015625e-05,0.011602690443396568,0.3354310393333435,Safe
Adam Rippon,26,3,Percent,41.0,19.4%,0.0%-100.0%,21.488649368286133,1.0,0.02376606799662113,0.0,0.0,3.2901763916015625e-05,0.011602690443396568,0.3354310393333435,Safe
Tonya Harding,26,4,Percent,28.0,32.7%,0.0%-50.6%,26.50929069519043,3.0,0.007816529273986817,0.0,0.0,6.556510925292969e-07,0.007028572261333466,0.07197460532188416,Eliminated (Place 3)
Josh Norman,26,4,Percent,28.5,33.3%,0.0%-50.3%,33.32509231567383,2.0,0.007816529273986817,0.0,0.0,6.556510925292969e-07,0.007028572261333466,0.07197460532188416,Eliminated (Place 2)
Adam Rippon,26,4,Percent,29.0,33.9%,32.7%-100.0%,40.165618896484375,1.0,0.007816529273986817,0.0,0.0,6.556510925292969e-07,0.007028572261333466,0.07197460532188416,Safe
Juan Pablo Di Pace,27,1,Percent,22.0,8.6%,0.0%-98.6%,8.549386978149414,4.0,0.044030628178734335,5.4061038099462166e-05,0.0,0.0002613663673400879,0.005482640117406845,0.7230958938598633,Safe
Evanna Lynch,27,1,Percent,18.0,7.1%,0.0%-98.6%,7.114590167999268,9.0,0.044030628178734335,5.4061038099462166e-05,0.0,0.0002613663673400879,0.005482640117406845,0.7230958938598633,Safe
Nancy McKeon,27,1,Percent,19.5,7.6%,0.0%-98.6%,7.633009433746338,8.0,0.044030628178734335,5.4061038099462166e-05,0.0,0.0002613663673400879,0.005482640117406845,0.7230958938598633,Safe
John Schneider,27,1,Percent,18.0,7.1%,0.0%-98.6%,7.096493244171143,11.0,0.044030628178734335,5.4061038099462166e-05,0.0,0.0002613663673400879,0.005482640117406845,0.7230958938598633,Safe
Milo Manheim,27,1,Percent,20.0,7.8%,0.0%-98.6%,7.825015544891357,7.0,0.044030628178734335,5.4061038099462166e-05,0.0,0.0002613663673400879,0.005482640117406845,0.7230958938598633,Safe
Danelle Umstead,27,1,Percent,18.0,7.1%,0.0%-98.6%,7.101381778717041,10.0,0.044030628178734335,5.4061038099462166e-05,0.0,0.0002613663673400879,0.005482640117406845,0.7230958938598633,Safe
Mary Lou Retton,27,1,Percent,20.0,7.8%,0.0%-98.6%,7.8336381912231445,6.0,0.044030628178734335,5.4061038099462166e-05,0.0,0.0002613663673400879,0.005482640117406845,0.7230958938598633,Safe
DeMarcus Ware,27,1,Percent,23.0,9.0%,0.0%-98.6%,8.93078899383545,1.0,0.044030628178734335,5.4061038099462166e-05,0.0,0.0002613663673400879,0.005482640117406845,0.7230958938598633,Safe
Nikki Glaser,27,1,Percent,17.5,6.9%,0.0%-8.5%,6.878116130828857,12.0,0.044030628178734335,5.4061038099462166e-05,0.0,0.0002613663673400879,0.005482640117406845,0.7230958938598633,Eliminated (Place 13)
Bobby Bones,27,1,Percent,20.0,7.8%,0.0%-98.6%,7.843740463256836,5.0,0.044030628178734335,5.4061038099462166e-05,0.0,0.0002613663673400879,0.005482640117406845,0.7230958938598633,Safe
Tinashe,27,1,Percent,23.0,9.0%,0.0%-98.6%,8.922003746032715,2.0,0.044030628178734335,5.4061038099462166e-05,0.0,0.0002613663673400879,0.005482640117406845,0.7230958938598633,Safe
Alexis Ren,27,1,Percent,22.0,8.6%,0.0%-98.6%,8.568193435668945,3.0,0.044030628178734335,5.4061038099462166e-05,0.0,0.0002613663673400879,0.005482640117406845,0.7230958938598633,Safe
Joe Amabile,27,1,Percent,14.0,5.5%,1.4%-100.0%,5.70364236831665,13.0,0.044030628178734335,5.4061038099462166e-05,0.0,0.0002613663673400879,0.005482640117406845,0.7230958938598633,Safe
Juan Pablo Di Pace,27,2,Percent,26.0,9.6%,0.0%-99.6%,9.953063011169434,2.0,0.03739653082448058,5.593688911176287e-06,0.0,8.511543273925781e-05,0.010506133548915386,0.6112048029899597,Safe
Evanna Lynch,27,2,Percent,24.0,8.9%,0.0%-99.6%,9.015289306640625,5.0,0.03739653082448058,5.593688911176287e-06,0.0,8.511543273925781e-05,0.010506133548915386,0.6112048029899597,Safe
Nancy McKeon,27,2,Percent,20.5,7.6%,0.0%-99.6%,7.380586624145508,9.0,0.03739653082448058,5.593688911176287e-06,0.0,8.511543273925781e-05,0.010506133548915386,0.6112048029899597,Safe
John Schneider,27,2,Percent,21.5,7.9%,0.0%-99.6%,7.843098163604736,8.0,0.03739653082448058,5.593688911176287e-06,0.0,8.511543273925781e-05,0.010506133548915386,0.6112048029899597,Safe
Milo Manheim,27,2,Percent,26.0,9.6%,0.0%-99.6%,9.979997634887695,1.0,0.03739653082448058,5.593688911176287e-06,0.0,8.511543273925781e-05,0.010506133548915386,0.6112048029899597,Safe
Danelle Umstead,27,2,Percent,18.5,6.8%,0.0%-9.8%,6.425025463104248,11.0,0.03739653082448058,5.593688911176287e-06,0.0,8.511543273925781e-05,0.010506133548915386,0.6112048029899597,Eliminated (Place 12)
Mary Lou Retton,27,2,Percent,23.0,8.5%,0.0%-99.6%,8.535178184509277,7.0,0.03739653082448058,5.593688911176287e-06,0.0,8.511543273925781e-05,0.010506133548915386,0.6112048029899597,Safe
DeMarcus Ware,27,2,Percent,23.5,8.7%,0.0%-99.6%,8.773086547851562,6.0,0.03739653082448058,5.593688911176287e-06,0.0,8.511543273925781e-05,0.010506133548915386,0.6112048029899597,Safe
Bobby Bones,27,2,Percent,19.5,7.2%,0.0%-99.6%,6.91382360458374,10.0,0.03739653082448058,5.593688911176287e-06,0.0,8.511543273925781e-05,0.010506133548915386,0.6112048029899597,Safe
Tinashe,27,2,Percent,26.0,9.6%,0.0%-99.6%,9.916726112365723,3.0,0.03739653082448058,5.593688911176287e-06,0.0,8.511543273925781e-05,0.010506133548915386,0.6112048029899597,Safe
Alexis Ren,27,2,Percent,24.5,9.1%,0.0%-99.6%,9.253826141357422,4.0,0.03739653082448058,5.593688911176287e-06,0.0,8.511543273925781e-05,0.010506133548915386,0.6112048029899597,Safe
Joe Amabile,27,2,Percent,17.5,6.5%,0.4%-100.0%,6.010296821594238,12.0,0.03739653082448058,5.593688911176287e-06,0.0,8.511543273925781e-05,0.010506133548915386,0.6112048029899597,Safe
Juan Pablo Di Pace,27,3,Percent,30.0,11.1%,0.0%-98.2%,10.872511863708496,1.0,0.043369009834714235,7.490209100069478e-05,0.0,0.0003311038017272949,0.005447974894195795,0.6755390763282776,Safe
Evanna Lynch,27,3,Percent,27.0,10.0%,0.0%-98.2%,9.867385864257812,2.0,0.043369009834714235,7.490209100069478e-05,0.0,0.0003311038017272949,0.005447974894195795,0.6755390763282776,Safe
Nancy McKeon,27,3,Percent,22.0,8.1%,0.0%-10.1%,8.154413223266602,6.0,0.043369009834714235,7.490209100069478e-05,0.0,0.0003311038017272949,0.005447974894195795,0.6755390763282776,Eliminated (Place 11)
John Schneider,27,3,Percent,21.0,7.7%,0.4%-98.5%,7.900691032409668,7.0,0.043369009834714235,7.490209100069478e-05,0.0,0.0003311038017272949,0.005447974894195795,0.6755390763282776,Safe
Milo Manheim,27,3,Percent,27.0,10.0%,0.0%-98.2%,9.867385864257812,2.0,0.043369009834714235,7.490209100069478e-05,0.0,0.0003311038017272949,0.005447974894195795,0.6755390763282776,Safe
Mary Lou Retton,27,3,Percent,24.0,8.9%,0.0%-98.2%,8.879733085632324,4.0,0.043369009834714235,7.490209100069478e-05,0.0,0.0003311038017272949,0.005447974894195795,0.6755390763282776,Safe
DeMarcus Ware,27,3,Percent,26.0,9.6%,0.0%-98.2%,9.535287857055664,3.0,0.043369009834714235,7.490209100069478e-05,0.0,0.0003311038017272949,0.005447974894195795,0.6755390763282776,Safe
Bobby Bones,27,3,Percent,23.0,8.5%,0.0%-98.2%,8.554525375366211,5.0,0.043369009834714235,7.490209100069478e-05,0.0,0.0003311038017272949,0.005447974894195795,0.6755390763282776,Safe
Tinashe,27,3,Percent,27.0,10.0%,0.0%-98.2%,9.867385864257812,2.0,0.043369009834714235,7.490209100069478e-05,0.0,0.0003311038017272949,0.005447974894195795,0.6755390763282776,Safe
Alexis Ren,27,3,Percent,26.0,9.6%,0.0%-98.2%,9.535287857055664,3.0,0.043369009834714235,7.490209100069478e-05,0.0,0.0003311038017272949,0.005447974894195795,0.6755390763282776,Safe
Joe Amabile,27,3,Percent,18.0,6.6%,1.5%-99.6%,6.965389728546143,8.0,0.043369009834714235,7.490209100069478e-05,0.0,0.0003311038017272949,0.005447974894195795,0.6755390763282776,Safe
Juan Pablo Di Pace,27,4,Percent,24.0,10.3%,0.9%-87.5%,10.025248527526855,5.0,0.27562209957977757,0.0004828463715966791,0.0,0.18910884857177734,4.483951488509774e-05,0.9571727514266968,Safe
Evanna Lynch,27,4,Percent,24.0,10.3%,0.9%-87.5%,10.025248527526855,5.0,0.27562209957977757,0.0004828463715966791,0.0,0.18910884857177734,4.483951488509774e-05,0.9571727514266968,Safe
John Schneider,27,4,Percent,21.0,9.1%,2.2%-88.8%,9.882616996765137,8.0,0.27562209957977757,0.0004828463715966791,0.0,0.18910884857177734,4.483951488509774e-05,0.9571727514266968,Safe
Milo Manheim,27,4,Percent,29.0,12.5%,0.0%-86.6%,10.102553367614746,2.0,0.27562209957977757,0.0004828463715966791,0.0,0.18910884857177734,4.483951488509774e-05,0.9571727514266968,Safe
Mary Lou Retton,27,4,Percent,26.0,11.2%,0.0%-86.6%,9.986616134643555,6.0,0.27562209957977757,0.0004828463715966791,0.0,0.18910884857177734,4.483951488509774e-05,0.9571727514266968,Safe
DeMarcus Ware,27,4,Percent,22.0,9.5%,1.7%-88.4%,10.126141548156738,1.0,0.27562209957977757,0.0004828463715966791,0.0,0.18910884857177734,4.483951488509774e-05,0.9571727514266968,Safe
