CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Percent_Predict,Rank_predict
Donny Osmond,9,3,Percent,21.0,8.1%,0.0%-98.8%,8.58,5.0,0.1192602431518025,5.930391853326e-05,0.0,0.0015917420387268,0.043379683047533,0.4344818890094757,Safe,8.58,5.0
Kelly Osbourne,9,3,Percent,20.0,7.8%,0.0%-98.8%,7.86,6.0,0.1192602431518025,5.930391853326e-05,0.0,0.0015917420387268,0.043379683047533,0.4344818890094757,Safe,7.86,6.0
Melissa Joan Hart,9,4,Percent,28.0,11.6%,0.0%-99.2%,13.14,2.0,0.1050889533362351,1.6033980500651523e-05,0.0,0.0008173584938049,0.0429278239607811,0.3861609101295471,Safe,13.14,2.0
Mark Dacascos,9,4,Percent,22.0,9.1%,0.0%-99.2%,8.89,7.0,0.1050889533362351,1.6033980500651523e-05,0.0,0.0008173584938049,0.0429278239607811,0.3861609101295471,Safe,8.89,7.0
Chuck Liddell,9,4,Percent,17.0,7.0%,0.0%-11.2%,5.58,9.0,0.1050889533362351,1.6033980500651523e-05,0.0,0.0008173584938049,0.0429278239607811,0.3861609101295471,Eliminated (Place 11),5.58,9.0
Natalie Coughlin,9,4,Percent,24.0,9.9%,0.0%-99.2%,10.35,5.0,0.1050889533362351,1.6033980500651523e-05,0.0,0.0008173584938049,0.0429278239607811,0.3861609101295471,Safe,10.35,5.0
Louie Vito,9,4,Percent,16.0,6.6%,0.4%-99.6%,5.1,10.0,0.1050889533362351,1.6033980500651523e-05,0.0,0.0008173584938049,0.0429278239607811,0.3861609101295471,Safe,5.1,10.0
Michael Irvin,9,4,Percent,16.0,6.6%,0.4%-99.6%,5.1,10.0,0.1050889533362351,1.6033980500651523e-05,0.0,0.0008173584938049,0.0429278239607811,0.3861609101295471,Safe,5.1,10.0
Joanna Krupa,9,4,Percent,26.0,10.7%,0.0%-99.2%,11.82,3.0,0.1050889533362351,1.6033980500651523e-05,0.0,0.0008173584938049,0.0429278239607811,0.3861609101295471,Safe,11.82,3.0
Aaron Carter,9,4,Percent,18.0,7.4%,0.0%-99.2%,6.52,8.0,0.1050889533362351,1.6033980500651523e-05,0.0,0.0008173584938049,0.0429278239607811,0.3861609101295471,Safe,6.52,8.0
Mya,9,4,Percent,28.0,11.6%,0.0%-99.2%,13.34,1.0,0.1050889533362351,1.6033980500651523e-05,0.0,0.0008173584938049,0.0429278239607811,0.3861609101295471,Safe,13.34,1.0
Donny Osmond,9,4,Percent,24.0,9.9%,0.0%-99.2%,10.53,4.0,0.1050889533362351,1.6033980500651523e-05,0.0,0.0008173584938049,0.0429278239607811,0.3861609101295471,Safe,10.53,4.0
Kelly Osbourne,9,4,Percent,23.0,9.5%,0.0%-99.2%,9.62,6.0,0.1050889533362351,1.6033980500651523e-05,0.0,0.0008173584938049,0.0429278239607811,0.3861609101295471,Safe,9.62,6.0
Melissa Joan Hart,9,5,Percent,23.0,9.5%,0.0%-99.6%,8.2,6.0,0.0981293321296107,2.015464087889996e-05,0.0,0.0013859868049621,0.043109118938446,0.3463275134563446,Safe,8.2,6.0
Mark Dacascos,9,5,Percent,26.0,10.7%,0.0%-99.6%,12.64,3.0,0.0981293321296107,2.015464087889996e-05,0.0,0.0013859868049621,0.043109118938446,0.3463275134563446,Safe,12.64,3.0
Natalie Coughlin,9,5,Percent,22.0,9.1%,0.0%-10.9%,6.38,8.0,0.0981293321296107,2.015464087889996e-05,0.0,0.0013859868049621,0.043109118938446,0.3463275134563446,Eliminated (Place 10),6.38,8.0
Louie Vito,9,5,Percent,22.0,9.1%,0.0%-99.6%,6.85,7.0,0.0981293321296107,2.015464087889996e-05,0.0,0.0013859868049621,0.043109118938446,0.3463275134563446,Safe,6.85,7.0
Michael Irvin,9,5,Percent,21.0,8.7%,0.4%-100.0%,5.45,9.0,0.0981293321296107,2.015464087889996e-05,0.0,0.0013859868049621,0.043109118938446,0.3463275134563446,Safe,5.45,9.0
Joanna Krupa,9,5,Percent,24.0,9.9%,0.0%-99.6%,9.94,4.0,0.0981293321296107,2.015464087889996e-05,0.0,0.0013859868049621,0.043109118938446,0.3463275134563446,Safe,9.94,4.0
Aaron Carter,9,5,Percent,24.0,9.9%,0.0%-99.6%,9.94,4.0,0.0981293321296107,2.015464087889996e-05,0.0,0.0013859868049621,0.043109118938446,0.3463275134563446,Safe,9.94,4.0
Mya,9,5,Percent,27.0,11.2%,0.0%-99.6%,14.12,2.0,0.0981293321296107,2.015464087889996e-05,0.0,0.0013859868049621,0.043109118938446,0.3463275134563446,Safe,14.12,2.0
Donny Osmond,9,5,Percent,29.0,12.0%,0.0%-99.6%,16.93,1.0,0.0981293321296107,2.015464087889996e-05,0.0,0.0013859868049621,0.043109118938446,0.3463275134563446,Safe,16.93,1.0
Kelly Osbourne,9,5,Percent,24.0,9.9%,0.0%-99.6%,9.55,5.0,0.0981293321296107,2.015464087889996e-05,0.0,0.0013859868049621,0.043109118938446,0.3463275134563446,Safe,9.55,5.0
Melissa Joan Hart,9,6,Percent,23.9999,9.2%,0.0%-14.6%,7.25,8.0,0.0970638685161247,4.717318370239809e-05,0.0,0.002174973487854,0.0376851074397563,0.3425198793411255,Eliminated (Place 9),7.25,8.0
Mark Dacascos,9,6,Percent,32.0,12.3%,0.0%-99.2%,13.18,4.0,0.0970638685161247,4.717318370239809e-05,0.0,0.002174973487854,0.0376851074397563,0.3425198793411255,Safe,13.18,4.0
Louie Vito,9,6,Percent,24.0,9.2%,0.0%-14.6%,7.53,7.0,0.0970638685161247,4.717318370239809e-05,0.0,0.002174973487854,0.0376851074397563,0.3425198793411255,Eliminated (Place 8),7.53,7.0
Michael Irvin,9,6,Percent,21.9998,8.5%,0.8%-100.0%,6.35,9.0,0.0970638685161247,4.717318370239809e-05,0.0,0.002174973487854,0.0376851074397563,0.3425198793411255,Safe,6.35,9.0
Joanna Krupa,9,6,Percent,35.9999,13.8%,0.0%-99.2%,16.43,1.0,0.0970638685161247,4.717318370239809e-05,0.0,0.002174973487854,0.0376851074397563,0.3425198793411255,Safe,16.43,1.0
Aaron Carter,9,6,Percent,32.9998,12.7%,0.0%-99.2%,14.04,3.0,0.0970638685161247,4.717318370239809e-05,0.0,0.002174973487854,0.0376851074397563,0.3425198793411255,Safe,14.04,3.0
Mya,9,6,Percent,33.0,12.7%,0.0%-99.2%,14.35,2.0,0.0970638685161247,4.717318370239809e-05,0.0,0.002174973487854,0.0376851074397563,0.3425198793411255,Safe,14.35,2.0
Donny Osmond,9,6,Percent,30.9999,11.9%,0.0%-99.2%,12.31,5.0,0.0970638685161247,4.717318370239809e-05,0.0,0.002174973487854,0.0376851074397563,0.3425198793411255,Safe,12.31,5.0
Kelly Osbourne,9,6,Percent,24.9998,9.6%,0.0%-99.2%,8.57,6.0,0.0970638685161247,4.717318370239809e-05,0.0,0.002174973487854,0.0376851074397563,0.3425198793411255,Safe,8.57,6.0
Mark Dacascos,9,7,Percent,21.5,12.3%,0.0%-18.9%,6.3,6.0,0.0752510444505333,0.0,1.1865637361552217e-06,0.0014119148254394,0.0370117239654064,0.2581486105918884,Eliminated (Place 6),6.3,6.0
Michael Irvin,9,7,Percent,23.5,13.4%,0.0%-17.9%,10.51,5.0,0.0752510444505333,0.0,1.1865637361552217e-06,0.0014119148254394,0.0370117239654064,0.2581486105918884,Eliminated (Place 7),10.51,5.0
Joanna Krupa,9,7,Percent,27.5,15.7%,0.0%-100.0%,20.17,1.0,0.0752510444505333,0.0,1.1865637361552217e-06,0.0014119148254394,0.0370117239654064,0.2581486105918884,Safe,20.17,1.0
Aaron Carter,9,7,Percent,26.5,15.1%,0.0%-100.0%,17.85,2.0,0.0752510444505333,0.0,1.1865637361552217e-06,0.0014119148254394,0.0370117239654064,0.2581486105918884,Safe,17.85,2.0
Mya,9,7,Percent,24.5,14.0%,0.0%-100.0%,12.82,4.0,0.0752510444505333,0.0,1.1865637361552217e-06,0.0014119148254394,0.0370117239654064,0.2581486105918884,Safe,12.82,4.0
Donny Osmond,9,7,Percent,26.0,14.8%,0.0%-100.0%,16.18,3.0,0.0752510444505333,0.0,1.1865637361552217e-06,0.0014119148254394,0.0370117239654064,0.2581486105918884,Safe,16.18,3.0
Kelly Osbourne,9,7,Percent,26.0,14.8%,0.0%-100.0%,16.18,3.0,0.0752510444505333,0.0,1.1865637361552217e-06,0.0014119148254394,0.0370117239654064,0.2581486105918884,Safe,16.18,3.0
Joanna Krupa,9,8,Percent,26.0,19.8%,0.0%-100.0%,20.22,2.0,0.0691981400595977,1.4964411093387753e-05,0.0,0.0049639344215393,0.0323896557092666,0.2180162966251373,Safe,20.22,2.0
Aaron Carter,9,8,Percent,25.0,19.1%,0.0%-20.9%,14.73,4.0,0.0691981400595977,1.4964411093387753e-05,0.0,0.0049639344215393,0.0323896557092666,0.2180162966251373,Eliminated (Place 5),14.73,4.0
Mya,9,8,Percent,29.5,22.5%,0.0%-100.0%,33.55,1.0,0.0691981400595977,1.4964411093387753e-05,0.0,0.0049639344215393,0.0323896557092666,0.2180162966251373,Safe,33.55,1.0
Donny Osmond,9,8,Percent,25.0,19.1%,0.0%-100.0%,13.95,5.0,0.0691981400595977,1.4964411093387753e-05,0.0,0.0049639344215393,0.0323896557092666,0.2180162966251373,Safe,13.95,5.0
Kelly Osbourne,9,8,Percent,25.5,19.5%,0.0%-100.0%,17.55,3.0,0.0691981400595977,1.4964411093387753e-05,0.0,0.0049639344215393,0.0323896557092666,0.2180162966251373,Safe,17.55,3.0
Joanna Krupa,9,9,Percent,27.0,25.3%,0.0%-24.7%,25.12,2.0,0.1595396537333727,0.0008069003815762,0.0,0.0054001808166503,0.0015857787802815,0.4431798756122589,Eliminated (Place 4),25.12,2.0
Mya,9,9,Percent,28.9999,27.2%,0.0%-96.9%,27.98,1.0,0.1595396537333727,0.0008069003815762,0.0,0.0054001808166503,0.0015857787802815,0.4431798756122589,Safe,27.98,1.0
Donny Osmond,9,9,Percent,24.6666,23.1%,2.2%-99.1%,22.8,4.0,0.1595396537333727,0.0008069003815762,0.0,0.0054001808166503,0.0015857787802815,0.4431798756122589,Safe,22.8,4.0
Kelly Osbourne,9,9,Percent,25.9998,24.4%,0.9%-97.8%,24.1,3.0,0.1595396537333727,0.0008069003815762,0.0,0.0054001808166503,0.0015857787802815,0.4431798756122589,Safe,24.1,3.0
Mya,9,10,Percent,28.3332,34.3%,0.0%-50.4%,36.58,2.0,0.0270780965685844,0.0,0.0,0.0033944249153137,0.0181343257427215,0.0640153810381889,Eliminated (Place 2),36.58,2.0
Donny Osmond,9,10,Percent,28.9998,35.1%,31.5%-100.0%,41.66,1.0,0.0270780965685844,0.0,0.0,0.0033944249153137,0.0181343257427215,0.0640153810381889,Safe,41.66,1.0
Kelly Osbourne,9,10,Percent,25.2222,30.6%,0.0%-52.3%,21.76,3.0,0.0270780965685844,0.0,0.0,0.0033944249153137,0.0181343257427215,0.0640153810381889,Eliminated (Place 3),21.76,3.0
Aiden Turner,10,1,Percent,15.0,7.2%,0.0%-100.0%,5.26,9.0,0.1010224550962448,0.0,0.0,0.0004375576972961,0.0455561429262161,0.3662560582160949,Safe,5.26,9.0
Shannen Doherty,10,1,Percent,18.0,8.6%,0.0%-100.0%,8.0,7.0,0.1010224550962448,0.0,0.0,0.0004375576972961,0.0455561429262161,0.3662560582160949,Safe,8.0,7.0
Niecy Nash,10,1,Percent,18.0,8.6%,0.0%-100.0%,8.0,7.0,0.1010224550962448,0.0,0.0,0.0004375576972961,0.0455561429262161,0.3662560582160949,Safe,8.0,7.0
Buzz Aldrin,10,1,Percent,14.0,6.7%,0.0%-100.0%,4.31,10.0,0.1010224550962448,0.0,0.0,0.0004375576972961,0.0455561429262161,0.3662560582160949,Safe,4.31,10.0
Chad Ochocinco,10,1,Percent,18.0,8.6%,0.0%-100.0%,8.29,6.0,0.1010224550962448,0.0,0.0,0.0004375576972961,0.0455561429262161,0.3662560582160949,Safe,8.29,6.0
Evan Lysacek,10,1,Percent,23.0,11.0%,0.0%-100.0%,12.96,2.0,0.1010224550962448,0.0,0.0,0.0004375576972961,0.0455561429262161,0.3662560582160949,Safe,12.96,2.0
Pamela Anderson,10,1,Percent,21.0,10.0%,0.0%-100.0%,10.96,4.0,0.1010224550962448,0.0,0.0,0.0004375576972961,0.0455561429262161,0.3662560582160949,Safe,10.96,4.0
Nicole Scherzinger,10,1,Percent,25.0,12.0%,0.0%-100.0%,14.83,1.0,0.1010224550962448,0.0,0.0,0.0004375576972961,0.0455561429262161,0.3662560582160949,Safe,14.83,1.0
Erin Andrews,10,1,Percent,21.0,10.0%,0.0%-100.0%,11.17,3.0,0.1010224550962448,0.0,0.0,0.0004375576972961,0.0455561429262161,0.3662560582160949,Safe,11.17,3.0
Kate Gosselin,10,1,Percent,16.0,7.7%,0.0%-100.0%,6.21,8.0,0.1010224550962448,0.0,0.0,0.0004375576972961,0.0455561429262161,0.3662560582160949,Safe,6.21,8.0
Jake Pavelka,10,1,Percent,20.0,9.6%,0.0%-100.0%,10.0,5.0,0.1010224550962448,0.0,0.0,0.0004375576972961,0.0455561429262161,0.3662560582160949,Safe,10.0,5.0
Aiden Turner,10,2,Percent,19.0,8.6%,0.5%-92.3%,8.56,7.0,0.1679587382823228,0.0005737030878663,0.0,0.0131680369377136,0.0197913330048322,0.485098272562027,Safe,8.56,7.0
Shannen Doherty,10,2,Percent,20.0,9.1%,0.0%-9.1%,8.08,8.0,0.1679587382823228,0.0005737030878663,0.0,0.0131680369377136,0.0197913330048322,0.485098272562027,Eliminated (Place 11),8.08,8.0
Niecy Nash,10,2,Percent,21.0,9.5%,0.0%-91.8%,9.6,5.0,0.1679587382823228,0.0005737030878663,0.0,0.0131680369377136,0.0197913330048322,0.485098272562027,Safe,9.6,5.0
Buzz Aldrin,10,2,Percent,12.0,5.5%,3.6%-95.5%,5.58,11.0,0.1679587382823228,0.0005737030878663,0.0,0.0131680369377136,0.0197913330048322,0.485098272562027,Safe,5.58,11.0
Chad Ochocinco,10,2,Percent,16.0,7.3%,1.8%-93.6%,7.26,9.0,0.1679587382823228,0.0005737030878663,0.0,0.0131680369377136,0.0197913330048322,0.485098272562027,Safe,7.26,9.0
Evan Lysacek,10,2,Percent,24.0,10.9%,0.0%-91.8%,11.19,2.0,0.1679587382823228,0.0005737030878663,0.0,0.0131680369377136,0.0197913330048322,0.485098272562027,Safe,11.19,2.0
Pamela Anderson,10,2,Percent,22.0,10.0%,0.0%-91.8%,10.14,4.0,0.1679587382823228,0.0005737030878663,0.0,0.0131680369377136,0.0197913330048322,0.485098272562027,Safe,10.14,4.0
Nicole Scherzinger,10,2,Percent,28.0,12.7%,0.0%-91.8%,13.05,1.0,0.1679587382823228,0.0005737030878663,0.0,0.0131680369377136,0.0197913330048322,0.485098272562027,Safe,13.05,1.0
Erin Andrews,10,2,Percent,23.0,10.5%,0.0%-91.8%,10.66,3.0,0.1679587382823228,0.0005737030878663,0.0,0.0131680369377136,0.0197913330048322,0.485098272562027,Safe,10.66,3.0
Kate Gosselin,10,2,Percent,15.0,6.8%,2.3%-94.1%,6.8,10.0,0.1679587382823228,0.0005737030878663,0.0,0.0131680369377136,0.0197913330048322,0.485098272562027,Safe,6.8,10.0
Jake Pavelka,10,2,Percent,20.0,9.1%,0.0%-91.8%,9.08,6.0,0.1679587382823228,0.0005737030878663,0.0,0.0131680369377136,0.0197913330048322,0.485098272562027,Safe,9.08,6.0
Aiden Turner,10,3,Percent,20.0,9.9%,0.0%-100.0%,9.51,6.0,0.107008272409439,0.0,0.0,0.0025076866149902,0.0401381254196167,0.4020885527133941,Safe,9.51,6.0
Niecy Nash,10,3,Percent,21.0,10.3%,0.0%-100.0%,10.79,3.0,0.107008272409439,0.0,0.0,0.0025076866149902,0.0401381254196167,0.4020885527133941,Safe,10.79,3.0
Buzz Aldrin,10,3,Percent,13.0,6.4%,0.0%-13.6%,4.02,9.0,0.107008272409439,0.0,0.0,0.0025076866149902,0.0401381254196167,0.4020885527133941,Eliminated (Place 10),4.02,9.0
Chad Ochocinco,10,3,Percent,20.0,9.9%,0.0%-100.0%,9.29,7.0,0.107008272409439,0.0,0.0,0.0025076866149902,0.0401381254196167,0.4020885527133941,Safe,9.29,7.0
Evan Lysacek,10,3,Percent,26.0,12.8%,0.0%-100.0%,14.91,1.0,0.107008272409439,0.0,0.0,0.0025076866149902,0.0401381254196167,0.4020885527133941,Safe,14.91,1.0
Pamela Anderson,10,3,Percent,21.0,10.3%,0.0%-100.0%,10.37,5.0,0.107008272409439,0.0,0.0,0.0025076866149902,0.0401381254196167,0.4020885527133941,Safe,10.37,5.0
Nicole Scherzinger,10,3,Percent,23.0,11.3%,0.0%-100.0%,12.45,2.0,0.107008272409439,0.0,0.0,0.0025076866149902,0.0401381254196167,0.4020885527133941,Safe,12.45,2.0
Erin Andrews,10,3,Percent,23.0,11.3%,0.0%-100.0%,12.45,2.0,0.107008272409439,0.0,0.0,0.0025076866149902,0.0401381254196167,0.4020885527133941,Safe,12.45,2.0
Kate Gosselin,10,3,Percent,15.0,7.4%,0.0%-100.0%,5.63,8.0,0.107008272409439,0.0,0.0,0.0025076866149902,0.0401381254196167,0.4020885527133941,Safe,5.63,8.0
Jake Pavelka,10,3,Percent,21.0,10.3%,0.0%-100.0%,10.58,4.0,0.107008272409439,0.0,0.0,0.0025076866149902,0.0401381254196167,0.4020885527133941,Safe,10.58,4.0
Aiden Turner,10,4,Percent,16.5,8.9%,0.0%-13.3%,6.53,8.0,0.0858340660081012,6.8529252530424856e-06,0.0,0.0003401637077331,0.0430223569273948,0.2956612706184387,Eliminated (Place 9),6.53,8.0
Niecy Nash,10,4,Percent,18.0,9.7%,0.0%-99.7%,8.22,7.0,0.0858340660081012,6.8529252530424856e-06,0.0,0.0003401637077331,0.0430223569273948,0.2956612706184387,Safe,8.22,7.0
Chad Ochocinco,10,4,Percent,22.0,11.9%,0.0%-99.7%,12.55,4.0,0.0858340660081012,6.8529252530424856e-06,0.0,0.0003401637077331,0.0430223569273948,0.2956612706184387,Safe,12.55,4.0
Evan Lysacek,10,4,Percent,26.0,14.0%,0.0%-99.7%,17.11,1.0,0.0858340660081012,6.8529252530424856e-06,0.0,0.0003401637077331,0.0430223569273948,0.2956612706184387,Safe,17.11,1.0
Pamela Anderson,10,4,Percent,23.5,12.7%,0.0%-99.7%,14.18,3.0,0.0858340660081012,6.8529252530424856e-06,0.0,0.0003401637077331,0.0430223569273948,0.2956612706184387,Safe,14.18,3.0
Nicole Scherzinger,10,4,Percent,25.0,13.5%,0.0%-99.7%,15.85,2.0,0.0858340660081012,6.8529252530424856e-06,0.0,0.0003401637077331,0.0430223569273948,0.2956612706184387,Safe,15.85,2.0
Erin Andrews,10,4,Percent,19.5,10.5%,0.0%-99.7%,10.12,5.0,0.0858340660081012,6.8529252530424856e-06,0.0,0.0003401637077331,0.0430223569273948,0.2956612706184387,Safe,10.12,5.0
Kate Gosselin,10,4,Percent,16.0,8.6%,0.3%-100.0%,6.06,9.0,0.0858340660081012,6.8529252530424856e-06,0.0,0.0003401637077331,0.0430223569273948,0.2956612706184387,Safe,6.06,9.0
Jake Pavelka,10,4,Percent,19.0,10.2%,0.0%-99.7%,9.37,6.0,0.0858340660081012,6.8529252530424856e-06,0.0,0.0003401637077331,0.0430223569273948,0.2956612706184387,Safe,9.37,6.0
Niecy Nash,10,5,Percent,18.0,10.4%,0.0%-100.0%,9.02,6.0,0.077832980453968,0.0,0.0,0.0003189444541931,0.0408720895648002,0.2649539113044739,Safe,9.02,6.0
Chad Ochocinco,10,5,Percent,18.0,10.4%,0.0%-100.0%,9.02,6.0,0.077832980453968,0.0,0.0,0.0003189444541931,0.0408720895648002,0.2649539113044739,Safe,9.02,6.0
Evan Lysacek,10,5,Percent,27.0,15.6%,0.0%-100.0%,17.5,2.0,0.077832980453968,0.0,0.0,0.0003189444541931,0.0408720895648002,0.2649539113044739,Safe,17.5,2.0
Pamela Anderson,10,5,Percent,21.0,12.1%,0.0%-100.0%,11.75,5.0,0.077832980453968,0.0,0.0,0.0003189444541931,0.0408720895648002,0.2649539113044739,Safe,11.75,5.0
Nicole Scherzinger,10,5,Percent,29.0,16.8%,0.0%-100.0%,19.57,1.0,0.077832980453968,0.0,0.0,0.0003189444541931,0.0408720895648002,0.2649539113044739,Safe,19.57,1.0
Erin Andrews,10,5,Percent,22.0,12.7%,0.0%-100.0%,12.9,4.0,0.077832980453968,0.0,0.0,0.0003189444541931,0.0408720895648002,0.2649539113044739,Safe,12.9,4.0
Kate Gosselin,10,5,Percent,15.0,8.7%,0.0%-16.3%,6.2,7.0,0.077832980453968,0.0,0.0,0.0003189444541931,0.0408720895648002,0.2649539113044739,Eliminated (Place 8),6.2,7.0
Jake Pavelka,10,5,Percent,23.0,13.3%,0.0%-100.0%,14.03,3.0,0.077832980453968,0.0,0.0,0.0003189444541931,0.0408720895648002,0.2649539113044739,Safe,14.03,3.0
Niecy Nash,10,6,Percent,25.9998,12.4%,0.0%-100.0%,9.47,6.0,0.0667215719819069,0.0,0.0,0.0006694793701171,0.0391333177685737,0.2128605097532272,Safe,9.47,6.0
Chad Ochocinco,10,6,Percent,30.9999,14.8%,0.0%-100.0%,15.87,3.0,0.0667215719819069,0.0,0.0,0.0006694793701171,0.0391333177685737,0.2128605097532272,Safe,15.87,3.0
Evan Lysacek,10,6,Percent,27.0,12.9%,0.0%-100.0%,10.99,5.0,0.0667215719819069,0.0,0.0,0.0006694793701171,0.0391333177685737,0.2128605097532272,Safe,10.99,5.0
Pamela Anderson,10,6,Percent,29.9998,14.4%,0.0%-100.0%,14.3,4.0,0.0667215719819069,0.0,0.0,0.0006694793701171,0.0391333177685737,0.2128605097532272,Safe,14.3,4.0
Nicole Scherzinger,10,6,Percent,35.9999,17.2%,0.0%-100.0%,22.05,1.0,0.0667215719819069,0.0,0.0,0.0006694793701171,0.0391333177685737,0.2128605097532272,Safe,22.05,1.0
Erin Andrews,10,6,Percent,34.0,16.3%,0.0%-100.0%,19.37,2.0,0.0667215719819069,0.0,0.0,0.0006694793701171,0.0391333177685737,0.2128605097532272,Safe,19.37,2.0
Jake Pavelka,10,6,Percent,24.9999,12.0%,0.0%-16.6%,7.94,7.0,0.0667215719819069,0.0,0.0,0.0006694793701171,0.0391333177685737,0.2128605097532272,Eliminated (Place 7),7.94,7.0
Niecy Nash,10,7,Percent,24.5,15.8%,0.6%-100.0%,10.88,6.0,0.0915989932604134,0.0002084762381855,0.0,0.0124315023422241,0.0197570249438285,0.2531758844852447,Safe,10.88,6.0
Chad Ochocinco,10,7,Percent,26.0,16.7%,0.0%-99.4%,17.21,3.0,0.0915989932604134,0.0002084762381855,0.0,0.0124315023422241,0.0197570249438285,0.2531758844852447,Safe,17.21,3.0
Evan Lysacek,10,7,Percent,27.0,17.4%,0.0%-99.4%,21.45,2.0,0.0915989932604134,0.0002084762381855,0.0,0.0124315023422241,0.0197570249438285,0.2531758844852447,Safe,21.45,2.0
Pamela Anderson,10,7,Percent,25.5,16.4%,0.0%-16.9%,13.47,5.0,0.0915989932604134,0.0002084762381855,0.0,0.0124315023422241,0.0197570249438285,0.2531758844852447,Eliminated (Place 6),13.47,5.0
Nicole Scherzinger,10,7,Percent,27.0,17.4%,0.0%-99.4%,22.12,1.0,0.0915989932604134,0.0002084762381855,0.0,0.0124315023422241,0.0197570249438285,0.2531758844852447,Safe,22.12,1.0
Erin Andrews,10,7,Percent,25.5,16.4%,0.0%-99.4%,14.86,4.0,0.0915989932604134,0.0002084762381855,0.0,0.0124315023422241,0.0197570249438285,0.2531758844852447,Safe,14.86,4.0
Niecy Nash,10,8,Percent,21.5,17.0%,0.0%-23.0%,11.88,5.0,0.0509902030229568,0.0,0.0,0.0034139752388,0.0292356461286544,0.1501742005348205,Eliminated (Place 5),11.88,5.0
Chad Ochocinco,10,8,Percent,22.5,17.8%,0.0%-100.0%,14.64,4.0,0.0509902030229568,0.0,0.0,0.0034139752388,0.0292356461286544,0.1501742005348205,Safe,14.64,4.0
Evan Lysacek,10,8,Percent,26.5,20.9%,0.0%-100.0%,21.66,3.0,0.0509902030229568,0.0,0.0,0.0034139752388,0.0292356461286544,0.1501742005348205,Safe,21.66,3.0
Nicole Scherzinger,10,8,Percent,29.5,23.3%,0.0%-100.0%,28.78,1.0,0.0509902030229568,0.0,0.0,0.0034139752388,0.0292356461286544,0.1501742005348205,Safe,28.78,1.0
Erin Andrews,10,8,Percent,26.5,20.9%,0.0%-100.0%,23.04,2.0,0.0509902030229568,0.0,0.0,0.0034139752388,0.0292356461286544,0.1501742005348205,Safe,23.04,2.0
Chad Ochocinco,10,9,Percent,26.0,23.0%,0.0%-27.0%,15.57,3.0,0.0547963555902242,0.0,0.0,0.0002870559692382,0.0187964532524347,0.2161571383476257,Eliminated (Place 4),15.57,3.0
Evan Lysacek,10,9,Percent,29.5,26.1%,0.0%-100.0%,30.37,1.0,0.0547963555902242,0.0,0.0,0.0002870559692382,0.0187964532524347,0.2161571383476257,Safe,30.37,1.0
Nicole Scherzinger,10,9,Percent,29.5,26.1%,0.0%-100.0%,30.37,1.0,0.0547963555902242,0.0,0.0,0.0002870559692382,0.0187964532524347,0.2161571383476257,Safe,30.37,1.0
Erin Andrews,10,9,Percent,28.0,24.8%,0.0%-100.0%,23.69,2.0,0.0547963555902242,0.0,0.0,0.0002870559692382,0.0187964532524347,0.2161571383476257,Safe,23.69,2.0
Evan Lysacek,10,10,Percent,26.8887,32.5%,0.0%-51.1%,24.25,3.0,0.0359710853546857,0.0,0.0,0.0077025294303894,0.0202568862587213,0.0805721208453178,Eliminated (Place 2),24.25,3.0
Nicole Scherzinger,10,10,Percent,28.7777,34.8%,31.9%-100.0%,47.21,1.0,0.0359710853546857,0.0,0.0,0.0077025294303894,0.0202568862587213,0.0805721208453178,Safe,47.21,1.0
Erin Andrews,10,10,Percent,26.9998,32.7%,0.0%-51.1%,28.54,2.0,0.0359710853546857,0.0,0.0,0.0077025294303894,0.0202568862587213,0.0805721208453178,Eliminated (Place 3),28.54,2.0
David Hasselhoff,11,1,Percent,15.0,6.6%,0.0%-10.1%,4.87,11.0,0.1089055415165603,1.379986258598365e-07,0.0,0.0006871223449707,0.0453242436051368,0.4050641655921936,Eliminated (Place 12),4.87,11.0
Florence Henderson,11,1,Percent,18.0,7.9%,0.0%-100.0%,7.57,7.0,0.1089055415165603,1.379986258598365e-07,0.0,0.0006871223449707,0.0453242436051368,0.4050641655921936,Safe,7.57,7.0
Kyle Massey,11,1,Percent,23.0,10.1%,0.0%-100.0%,11.81,3.0,0.1089055415165603,1.379986258598365e-07,0.0,0.0006871223449707,0.0453242436051368,0.4050641655921936,Safe,11.81,3.0
Jennifer Grey,11,1,Percent,24.0,10.6%,0.0%-100.0%,12.86,1.0,0.1089055415165603,1.379986258598365e-07,0.0,0.0006871223449707,0.0453242436051368,0.4050641655921936,Safe,12.86,1.0
Rick Fox,11,1,Percent,22.0,9.7%,0.0%-100.0%,10.91,4.0,0.1089055415165603,1.379986258598365e-07,0.0,0.0006871223449707,0.0453242436051368,0.4050641655921936,Safe,10.91,4.0
Kurt Warner,11,1,Percent,19.0,8.4%,0.0%-100.0%,8.43,6.0,0.1089055415165603,1.379986258598365e-07,0.0,0.0006871223449707,0.0453242436051368,0.4050641655921936,Safe,8.43,6.0
Margaret Cho,11,1,Percent,15.0,6.6%,0.0%-100.0%,5.03,10.0,0.1089055415165603,1.379986258598365e-07,0.0,0.0006871223449707,0.0453242436051368,0.4050641655921936,Safe,5.03,10.0
